id,nom,nom_developpe,guide_eco,guide_innov,eti,secteur_eco,secteur_innov,adr0,adr1,adr2,cp,ville,cedex,pays,tel1,tel2,fax,email,web,siren,siret,naf,sicovam,forme_juridique,autre_forme_juridique,etablissement,type_structure,actionnaire,nationalite,effectif,annee_effectif,ca,annee_ca,groupe,nationalite_groupe,effectif_groupe,annee_effectif_groupe,ca_groupe,annee_ca_groupe,regroupement,contact_maj_civ,contact_maj_nom,contact_maj_prenom,contact_maj_fonction,contact_maj_email,contact_maj_tel,changed,
4024,FLOW LINE INTEGRATION,NULL,1,0,0,Logiciels / Services Numériques,NULL,NULL,4 rue Maryse Bastié,NULL,69500,Bron,NULL,FR,04 72 14 92 50 ,NULL,NULL,contact@flowline.fr,www.flowlineintegration.com/,801330606,80133060600014,6201Z,NULL,SAS,SASU,Siège,Entreprise,NULL,NULL,20 à 49,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1548921719,
4025,BANQUE DELUBAC ET CIE ,,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,,16 pl. Saléon Terras,,07160,Le Cheylard,NULL,FR,04 75 29 02 99,,04 75 29 41 03,,www.delubac.fr,305776890,30577689000017,6419Z,,SCS,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472925961,
4026,BANQUE DELUBAC ET CIE LYON,NULL,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,NULL,95 av. du Maréchal Saxe,BP 23091,69397,Lyon ,cedex  03,FR,04 78 14 09 30,NULL,04 78 16 09 35,personnellyon@delubac.fr,www.delubac.fr,305776890,30577689000041,7419Z,NULL,SCS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1516893593,
4027,BANQUE LAYDERNIER,NULL,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,NULL,10 av. du Rhône,NULL,74997,Annecy ,cedex  09,FR,04 50 75 17 00,NULL,04 50 45 10 83,email@banque-laydernier.fr,www.banque-laydernier.fr,325520385,32552038500015,6419Z,NULL,SA,NULL,Siège,Entreprise,NULL,NULL,320,2018,80 M€,2017,Crédit du Nord,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1554985428,
4028,BANQUE ROTHSCHILD MARTIN MAUREL GRENOBLE,NULL,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,NULL,24 bd Édouard Rey,NULL,38000,Grenoble,NULL,FR,04 38 03 01 95,NULL,04 76 43 04 71,NULL,www.rothschild.com/fr/private-wealth/rothschildmartinmaurel/,308365576,32331703200072,6419Z,NULL,SCS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,100 à 199,2017,NULL,NULL,ROTHSCHILD & CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1504270883,
4029,BANQUE ROTHSCHILD MARTIN MAUREL LYON,NULL,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,NULL,23 rue Neuve,NULL,69001,Lyon,NULL,FR,04 72 10 28 28,NULL,04 78 39 85 42,NULL,www.martinmaurel.com,308365576,\t32331703200056,6419Z,NULL,SCS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,100 à 199,2017,NULL,NULL,ROTHSCHILD & CO,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1504270922,
4030,BANQUE PALATINE,,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,,1 place Cordeliers,,69002,LYON,NULL,FR,04 72 41 63 00,,04 78 42 89 61,,www.palatine.fr,542104245,54210424500809,,,NULL,NULL,Etablissement secondaire,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472925961,
4031,SOGETREL,,0,0,0,Télécommunications,NULL,,29 avenue des Frères Lumière,,69680,CHASSIEU,NULL,FR,0472224481,,0472224499,tarik.mabrouki@sogetrel.fr,www.sogetrel.fr,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472925961,
4032,S'FAIR (EX-SOLID),,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,Siparex,139 rue Vendôme,,69006,Lyon,NULL,FR,04 72 83 76 92,,,,www.siparex.com,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1472925961,
4033,BANQUE POPULAIRE BOURGOGNE FRANCHE-COMTÉ - BPBFC,,0,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,33, rue de l'Europe,Bâtiment A,,01960,Péronnas,NULL,FR,03 80 73 04 60,,03 80 78 49 19,bpbfc_rs@bpbfc.banquepopulaire.fr,www.bpbfc.banquepopulaire.fr,542820352,54282035201283,6419Z,,SA,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472925961,
4034,OPTITUDE conseil,,0,0,0,Conseil / Audit,NULL,,104C Place du 8 Mai 1945,,69800,Saint-Priest,NULL,FR,0472799182,,0981382722,commercial@optitude-conseil.fr,www.optitude-conseil.fr,511941080,51194108000026,7022Z,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926021,
4035,STATION LES KARELLIS,,1,0,0,Agences et Offices de tourisme / Stations,NULL,Office de tourisme,Le Forum,,73870,Montricher-Albanne,NULL,FR,04 79 59 50 36,,,info@karellis.com,www.karellis.com,,,,,NULL,NULL,NULL,Secteur public,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926021,
4036,MANIGOD LABELLEMONTAGNE,NULL,1,0,0,Agences et Offices de tourisme / Stations,NULL,ZAE Alpespace,161 voie Jean-François Champollion,NULL,73800,Francin,NULL,FR,04 50 32 67 84,NULL,NULL,infos@manigod.com,manigod.labellemontagne.com,752041830,75204183000015,4939C,NULL,SAS,SASU,Siège,Entreprise,NULL,NULL,38,2016,38 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1543152177,
4037,STATION HAUTELUCE,,1,0,0,Agences et Offices de tourisme / Stations,NULL,,Office de tourisme,,73620,Hauteluce,NULL,FR,04 79 38 80 31,04 79 38 21 64 (pages blanches ?),,info@secmh.fr,www.secmh.fr,,,,,NULL,NULL,NULL,Secteur public,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926021,
4038,STATION LES HOUCHES,,1,0,0,Agences et Offices de tourisme / Stations,NULL,Office de tourisme,5 pl. de la Mairie,BP 9,74310,Les Houches,NULL,FR,04 50 55 50 62,,,info@leshouches.com,www.leshouches.com,,,,,NULL,NULL,NULL,Secteur public,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926021,
4039,STATION LES HABÈRES,,1,0,0,Agences et Offices de tourisme / Stations,NULL,,Office de tourisme de la Vallée verte,,74420,Habère Poche,NULL,FR,04 50 39 54 46,,04 50 39 56 62,info@vallee-verte.com,www.vallee-verte.com,,,,,NULL,NULL,NULL,Secteur public,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926021,
4040,STATION LA GIETTAZ-EN-ARAVIS,,1,0,0,Agences et Offices de tourisme / Stations,NULL,Office de tourisme,Chef-lieu,,73590,La Giettaz,NULL,FR,04 79 32 91 90,,04 79 32 93 28,info@la-giettaz.com,www.la-giettaz.com,,,,,NULL,NULL,NULL,Secteur public,,,3,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926021,
4041,STATION LE GRAND-BORNAND,,1,0,0,Agences et Offices de tourisme / Stations,NULL,,Maison du tourisme,BP 11,74450,Le Grand-Bornand,NULL,FR,04 50 02 78 00,,04 50 02 78 01,infos@legrandbornand.com,www.legrandbornand.com,,,,,NULL,NULL,NULL,Secteur public,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926021,
4044,AXXÈS,NULL,1,0,0,Logiciels / Services Numériques,NULL,TOUR OXYGENE,10-12 bd Vivier Merle,NULL,69393 ,Lyon ,cedex  03,FR,04 26 29 75 20,NULL,04 26 29 75 22,lyon@axxes.fr,www.axxes.eu,482930385,48293038500018,5221Z,NULL,SAS,NULL,Siège,Entreprise,Autoroutes du Sud de la France (Rueil-Malmaison, 92 - 35,44%),NULL,44,2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1480092114,
4045,BANQUE RHÔNE-ALPES ,Siège central,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,NULL,235 cours Lafayette,NULL,69006,Lyon,NULL,FR,04 72 75 86 86,NULL,04 72 75 88 27,NULL,www.banque-rhone-alpes.fr,057502270,05750227000853,NULL,NULL,SA,NULL,Etablissement secondaire,Entreprise,NULL,NULL,600,2017,137,4 M€,2017,Crédit du Nord,NULL,NULL,NULL,NULL,NULL,NULL,Mme,PLATTARD,Gaëlle,Dir Com,gaelle.plattard@bra.fr,NULL,1560327215,
4047,BANQUE SAINT OLIVE ,NULL,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,NULL,84 rue Duguesclin,NULL,69006,Lyon,NULL,FR,04 72 82 10 10,NULL,04 72 82 10 23,NULL,www.banquesaintolive.com,342324993,34232499300027,NULL,NULL,SA,NULL,Siège,Entreprise,NULL,NULL,28,2017,8,8 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542981648,
4048,BARCLAYS BANK PLC,,0,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,,1 cours Franklin Roosevelt,,69006,Lyon,NULL,FR,04 72 69 79 00,,04 72 44 93 99,,www.barclays.fr,381066281,38106628100134,,,NULL,NULL,Etablissement secondaire,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926081,
4049,MILLEIS PATRIMOINE,NULL,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,NULL,47 av. Alsace-Lorraine,NULL,38001,Grenoble,NULL,FR,04 76 86 22 22,NULL,04 76 47 38 16,NULL,www.milleis.fr,712018308,71201830800551,6430Z,NULL,SCS,NULL,Etablissement secondaire,Entreprise,NULL,NULL,79,2017,10,1 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542385183,
4050,GEORGES PERNOUD,NULL,1,0,0,Plasturgie / Caoutchouc / Composites,NULL,Parc industriel La Prairie ,Bellignat,BP 90099,01116,Oyonnax ,cedex,FR,04 74 77 50 84,NULL,NULL,info@pernoud.com,www.pernoud.com,771201555, 77120155500022,2562B,NULL,SAS,NULL,NULL,NULL,NULL,NULL,37,2018,9,2 M€,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1563460662,
4051,BARLERIN ,NULL,1,0,0,Imprimerie,NULL,ZA de la Poste,Impasse du Pré Rond,NULL,69490,Saint-Romain-de-Popey,NULL,FR,04 74 05 88 44,NULL,04 74 05 88 55,contact@barlerin.fr,www.barlerin.fr,487843088,48784308800013,1812Z,NULL,SAS,NULL,Siège,Entreprise,Gérard Lhermet (50%),NULL,19,2016,2,2 M€,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M.,NULL,NULL,NULL,glhermet@barlerin.Fr,NULL,1541759439,
4053,BARRIOL & DALLIÈRE INDUSTRIES,,1,0,0,Mécanique / Métallurgie,NULL,ZI Sud,rue Barthélemy Thimonier,,42160,Andrézieux-Bouthéon,NULL,FR,04 77 55 52 80,,04 77 55 19 46,contact@barriol.fr,www.barriol.com,453512105,45351210500033,2550A,,SAS,NULL,Siège,Entreprise,,,91,2013,NULL,NULL,Farinia,Pays-Bas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926081,
4054,BARRIQUAND TECHNOLOGIES THERMIQUES,,0,0,0,Biens d'équipement,NULL,,9 RUE SAINT CLAUDE,,42300,ROANNE,NULL,FR,04 77 44 22 20,,04 77 44 22 29,info@barriquand.com,www.barriquand.com/,479868853,47986885300017,,,NULL,NULL,Siège,Entreprise,,,150,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926201,
4055,BARTHELEMY ET ASSOCIES AGORI,NULL,1,0,0,Comptabilité / Expertise-comptable,NULL,NULL,11 rue de la Poste,NULL,38170,Seyssinet-Pariset,NULL,FR,04 56 40 07 00,NULL,NULL,contact@agori.fr,www.agori.fr,421182171, 42118217100056,6920Z,NULL,SARL,NULL,Siège,Entreprise,NULL,NULL,9,2017,1,83 M€,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1563461761,
4056,ELIGE CAPITAL,,0,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,,72 rue du Président Edouard Herriot,,69002,LYON,NULL,FR,04 81 13 06 06,,04 81 13 06 06,gbouvier@eligecapital.com,www.eligecapital.com,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926201,
4057,BASF FRANCE - DIVISION AGRO,NULL,1,0,0,Chimie,NULL,NULL,21 chemin de la Sauvegarde,NULL,69134,Écully ,cedex,FR,04 72 32 45 45,NULL,04 78 34 28 86,standard@basf.com,www.agro.basf.fr,343979092,34397909200040,4675Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,518,2016,555,8 M€,2016,BASF,Allemagne,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1512746031,
4058,BASF BEAUTY CARE SOLUTIONS FRANCE,NULL,1,0,0,Cosmétique / Parfumerie,NULL,NULL,32 rue de Saint-Jean-de-Dieu,NULL,69007,Lyon,NULL,FR,04 72 76 60 00,NULL,04 78 58 09 71,NULL,www.basf.fr,333802767,33380276700025,7219Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,192,2016,55,9 M€,2016,BASF,Allemagne,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1527176599,
4059,SIEGFRIED SAINT VULBAS (EX-BASF PHARMA),,1,0,0,Santé,NULL,Parc industriel de la Plaine de l'Ain,Allée de la Luye,,01150,Saint-Vulbas,NULL,FR,04 74 46 21 90,,04 74 46 21 99,,www.siegfried.ch,388303554,38830355400017,2014Z,,SAS,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926201,
4060,GATE 1,NULL,0,0,0,Aide aux entreprises,NULL,NULL,31 rue Gustave Eiffel,NULL,38000, Grenoble  ,NULL,FR,04 38 12 16 70 ,NULL,04 38 12 16 74,NULL,www.gate1.fr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542308519,
4061,BAUDIN CHATEAUNEUF ,,0,0,0,NULL,NULL,,9 RUE GEORGES MELIES,,69680,CHASSIEU,NULL,FR,04 72 15 82 10,,04 72 15 84 20,,,,,,,NULL,NULL,Etablissement secondaire,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926201,
4062,BAUMER ,,0,0,0,NULL,NULL,363 Route des Martinets,ZAE de Findrol,,74250,Fillinges,NULL,FR,04 50 39 24 66,,04 50 39 23 02,,www.baumer.com,334720935,33472093500066,,,NULL,NULL,Siège,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926201,
4063,BAUZER INDUSTRIE,NULL,1,0,0,Mécanique / Métallurgie,NULL,NULL,24 rue Pierre Copel,BP 249,42014,Saint-Étienne,NULL,FR,04 77 59 19 33,NULL,04 77 80 63 38,NULL,www.bauzer-industrie.fr,419339064,41933906400018,2550B,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,58,2016,6 M€,2016,Groupe mécanique découpage (GMD, Saint-Étienne),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510930599,
4064,BAYARD,NULL,1,0,0,Mécanique / Métallurgie,NULL,NULL,ZI - 4 av. Lionel Terray,BP 47,69881,Meyzieu ,cedex,FR,04 37 44 24 24,NULL,04 37 44 24 25,bayard@talis-group.com,www.bayard.fr,316222595,31622259500035,2814Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,267,NULL,NULL,NULL,Groupe Tyco,NULL,NULL,NULL,NULL,NULL,NULL,M.,NULL,NULL,NULL,NULL,NULL,1478782798,
4065,BAYER,NULL,1,0,0,Chimie,NULL,NULL,16 rue Jean-Marie Leclair,NULL,69266,Lyon ,cedex  09,FR,04 72 85 43 21,04 72 85 45 45,04 72 85 43 83,NULL,www.bayercropscience.fr,562038893,56203889300656,NULL,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,2005,2016,1536 M€,2016,Bayer Group,Allemagne,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1522921970,
4066,BAYER HEALTHCARE ,NULL,1,0,0,Santé,NULL,NULL,33 rue de l'Industrie,NULL,74240,Gaillard,NULL,FR,04 50 87 70 75,NULL,04 50 87 70 77,NULL,www.bayerhealthacrecar.fr,706580149,70658014900179,2120Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,1234,2016,1089 M€,2016,Bayer ,allemand ,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1512737003,
4067,DESIGN WAVE LIGHT,,1,0,0,Etudes / Ingénierie / Architecture,NULL,,La Serpolière,,73870,Saint-Julien-Montdenis,NULL,FR,,,,,,535276679,53527667900011,4649Z,,SAS,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926261,
4068,BBM ET ASSOCIÉS BAKER TILLY,NULL,1,0,0,Comptabilité / Expertise-comptable,NULL,NULL,4 rue Paul Valérien Perrin,BP 28,38171,Seyssinet-Pariset,NULL,FR,04 76 48 48 49,NULL,04 76 70 01 84,contact@bbmbti.com,www.bbmtbi.com,311903496,31190349600025,6920Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,100 à 199,2017,10,3 M€,2017,NULL,NULL,100,2014,6.34M€,2013,CA 2013 : 6.34M€,NULL,NULL,NULL,NULL,NULL,NULL,1535724289,
4069,BCBG MAX AZRIA GROUP,,1,0,0,Commerce / Négoce,NULL,,domaine de Blanchelaine,,26600,Mercurol,NULL,FR,04 75 07 50 50,,,,www.bcbg.com,437380306,43738030600047,4771Z,,SAS,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,BCBG Max Azria Group Inc,USA,1200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926261,
4070,BANQUE CANTONALE DE GENEVE (FRANCE) SA - BCGEF,NULL,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,NULL,20 pl. Louis Pradel,NULL,69001,Lyon,NULL,FR,04 72 07 31 50,NULL,04 72 07 31 60,lyon@bcgef.fr,www.bcgef.fr,391853504,39185350400010,6492Z,NULL,SA,NULL,Siège,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1542967463,
4071,ARKEA LYON,NULL,1,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,Tour Part Dieu,129  rue Servient,NULL,69326,Lyon ,cedex  03,FR,04 78 63 76 50,NULL,04 78 63 76 60,banque-ei.lyon@arkea.com,site.arkea-banque-ei.com,378 398 911,NULL,NULL,NULL,NULL,NULL,Etablissement secondaire,Entreprise,NULL,NULL,NULL,NULL,NULL,NULL,Groupe Arkéa (Crédit mutuel),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1519381757,
4072,stephane dugay,,0,0,0,Finance (Assurances / Banques / Bourse / Capital-Dvpt),NULL,,33 rue marie alibert,,69280,marcy l etoile,NULL,FR,06 61 15 64 35,,04 72 36 02 85,stef6269@gmail.com,stef6269@gmail.com,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926261,
4073,BÉABA,,0,0,0,Plasturgie / Caoutchouc / Composites,NULL,,121 Voie romaine,,01100,Groissiat,NULL,FR,04 74 12 09 10,,04 74 12 09 11,contact@beaba.com,www.beaba.com,352684377,35268437700042,4669B,,SAS,NULL,Siège,Entreprise,,,50,NULL,50 M€,2015,,,NULL,NULL,50 M€,2015,2015 : 50 M€,NULL,NULL,NULL,NULL,NULL,NULL,1472998021,
4074,BEAUJOLAIS INITIATIVES,NULL,1,0,0,Aide aux entreprises,NULL,NULL,317 boulevard Gambetta,CS 70427,69654,Villefranche-sur-Saône,NULL,FR,04 74 62 73 00,NULL,04 74 65 31 79,beaujolais-initiatives@villefranche.cci.fr,www.beaujolais-initiatives.org,410461578,41046157800016,NULL,NULL,Assoc,NULL,NULL,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1542305544,
4075,BECKER INDUSTRIE,NULL,1,0,0,Chimie,NULL,NULL,40 rue du Champ de Mars,BP 34,42601,Montbrison ,cedex,FR,04 77 96 70 50,NULL,04 77 96 70 70,info-fr@beckers-group.com,www.beckers-group.com,381035815,38103581500012,2030Z,NULL,SAS,NULL,Siège,Entreprise,NULL,Suède,337,2016,166,8  M€,2016,Beckers Industrial Coatings,NULL,NULL,NULL,NULL,NULL,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1512737113,
4076,MG CONSULTING,NULL,1,0,0,Comptabilité / Expertise-comptable,NULL,NULL,100 rue Louis Pasteur,NULL,73490,La Ravoire,NULL,FR,0479331845,NULL,0479713618,NULL,my-mg.com/,432 285 831,43228583100017,6920Z,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,6 à 9,2017,NULL,NULL,Groupe MG,NULL,290,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1535725224,
4077,BECTON DICKINSON FRANCE (BD FRANCE),NULL,1,0,0,Santé,NULL,NULL,ZI des Iles - 11 rue Aristide Bergès,BP 4,38801,Le Pont-de-Claix ,cedex,FR,04 76 68 36 36,NULL,04 76 68 34 95,serviceclientbdf@europe.bd.com,www.bdeurope.com,056501711,05650171100115,3250A,NULL,SAS,NULL,Siège,Entreprise,NULL,NULL,1900,2017,1057 M€,2017,BD Becton Dickinson & Company,Etats-Unis,NULL,NULL,16000 M€,2017,NULL,Mme,NULL,NULL,NULL,NULL,NULL,1530189957,
4078,BEL AIR INDUSTRIES,,0,0,0,Textile / Habillement / Cuir,NULL,,15 rte de Paris,,69170,Tarare,NULL,FR,04 74 05 30 60,,04 74 05 06 01,,www.belairindustries.fr,562128413,56212841300076,1320Z,,SA,NULL,Siège,Entreprise,,,28 ,NULL,NULL,NULL,Bel air holding,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926321,
4079,BEL MAILLE ,,0,0,0,Textile / Habillement / Cuir,NULL,,ZI la Villette - 32 rue Paul Forge,BP 6,42153,Riorges ,cedex,FR,04 77 44 09 70,,04 77 71 41 22,tissumaille@belmaille.fr,www.belmaille.com,405680638,40568063800021,1391Z,,SAS,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926321,
4080,ISOFLON,,0,0,0,Mécanique / Métallurgie,NULL,,ZA Grange Neuve,,38790,DIEMOZ,NULL,FR,0478962237,,0478962637,isoflon@gmail.com,www.isoflon.com,,30717909300017,2229A,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926321,
4082,BELLEGARDE-SUR-VALSERINE,NULL,0,0,0,Commune,NULL,NULL,34 rue de la République,NULL,01202,Bellegarde-sur-Valserine ,cedex,FR,04 50 56 60 60 ,NULL,04 50 48 35 32,NULL,www.ville-bellegarde01.fr,210100335,21010033500012,NULL,NULL,NULL,NULL,Siège,Secteur public,NULL,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542881104,
4083,BELLEVILLE,NULL,0,0,0,Commune,NULL,NULL,107 rue de la République,NULL,69220,Belleville,NULL,FR,04 74 06 11 11,NULL,04 74 06 11 12,secretariat@belleville.mairies69.net,www.mairie-belleville.fr,216900191,21690019100018,NULL,NULL,NULL,NULL,Siège,Secteur public,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542881113,
4084,BELLEY,NULL,0,0,0,Commune,NULL,NULL,11 boulevard de Verdun,BP 121,01306,Belley ,cedex,FR,04 79 42 23 00,04 79 42 23 18,04 79 42 23 02,NULL,www.belley.fr,210100343,21010034300016,NULL,NULL,NULL,NULL,Siège,Secteur public,NULL,NULL,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542881118,
4085,BENOIT,,1,0,0,Agroalimentaire,NULL,,ZI de Montbertrand,,38230,Charvieu-Chavagneux,NULL,FR,04 37 42 70 00,,04 37 42 70 02,,,414620419,41462041900039,,,SNC,NULL,Siège,Entreprise,,,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926381,
4086,BENOIT JOLIVET,,1,0,0,Mécanique / Métallurgie,NULL,,61 rue des Cherinaz,,74460,Marnaz,NULL,FR,04 50 98 69 11,,04 50 98 52 22,,,605520527,60552052700017,2562A,,SAS,NULL,Siège,Entreprise,Yves Jolivet,,106,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472926381,
